run_id,concurrency,cpu_util_pct,dataset_gb_executed,elapsed_s,endpoint_internal,lat_avg_ms,lat_p99_ms,mib,op,paradigm,provider,rep,timelimit,tput_mib_s,workload,write_p99_ms,write_tput_mib_s
azure-object-largeobj-c04-r3,4,35.7,,600.0,,166.252,237.234,230798.7,READ,object,azure,3,False,384.66,largeobj,,
azure-object-largeobj-c16-r1,16,69.6,,600.0,,424.527,681.744,350160.6,READ,object,azure,1,False,583.6,largeobj,,
azure-object-largeobj-c16-r2,16,69.6,,600.0,,439.414,649.052,337966.9,READ,object,azure,2,False,563.28,largeobj,,
azure-object-largeobj-c16-r3,16,69.5,,600.0,,346.749,667.805,441684.7,READ,object,azure,3,False,736.14,largeobj,,
azure-object-largeobj-c64-r1,64,71.2,,600.0,,1657.824,2556.314,283916.5,READ,object,azure,1,False,473.19,largeobj,,
azure-object-largeobj-c64-r2,64,70.9,,600.0,,1666.338,2496.22,278823.9,READ,object,azure,2,False,464.71,largeobj,,
azure-object-largeobj-c64-r3,64,71.1,,600.0,,1648.517,2521.252,285261.2,READ,object,azure,3,False,475.44,largeobj,,
gcp-block-balanced-c01-r1,1,24.0,20,251.8,,0.767,1.218,20480.0,WRITE,block,gcp,1,False,81.32,balanced,,
gcp-block-balanced-c01-r1,1,24.0,20,184.5,,0.561,1.024,20480.0,READ,block,gcp,1,False,111.03,balanced,1.218,81.32
gcp-block-balanced-c01-r2,1,23.9,20,246.2,,0.749,1.218,20480.0,WRITE,block,gcp,2,False,83.17,balanced,,
gcp-block-balanced-c01-r2,1,23.9,20,186.8,,0.568,1.024,20480.0,READ,block,gcp,2,False,109.65,balanced,1.218,83.17
gcp-block-balanced-c01-r3,1,24.0,20,260.5,,0.793,1.218,20480.0,WRITE,block,gcp,3,False,78.61,balanced,,
gcp-block-balanced-c01-r3,1,24.0,20,197.7,,0.601,1.024,20480.0,READ,block,gcp,3,False,103.59,balanced,1.218,78.61
gcp-block-balanced-c04-r1,4,55.8,20,190.8,,2.316,6.889,20480.0,WRITE,block,gcp,1,False,107.35,balanced,,
gcp-block-balanced-c04-r1,4,55.8,20,85.4,,1.037,1.722,20480.0,READ,block,gcp,1,False,239.75,balanced,6.889,107.35
gcp-block-balanced-c04-r2,4,56.0,20,191.5,,2.326,6.889,20480.0,WRITE,block,gcp,2,False,106.92,balanced,,
gcp-block-balanced-c04-r2,4,56.0,20,85.3,,1.038,1.722,20480.0,READ,block,gcp,2,False,240.07,balanced,6.889,106.92
gcp-block-balanced-c04-r3,4,56.0,20,187.7,,2.279,6.889,20480.0,WRITE,block,gcp,3,False,109.11,balanced,,
gcp-block-balanced-c04-r3,4,56.0,20,85.4,,1.038,1.722,20480.0,READ,block,gcp,3,False,239.91,balanced,6.889,109.11
gcp-block-balanced-c16-r1,16,55.1,20,192.9,,9.319,23.17,20480.0,WRITE,block,gcp,1,False,106.15,balanced,,
gcp-block-balanced-c16-r1,16,55.1,20,85.3,,4.16,4.871,20480.0,READ,block,gcp,1,False,240.21,balanced,23.17,106.15
gcp-block-balanced-c16-r2,16,54.9,20,197.7,,9.543,23.17,20480.0,WRITE,block,gcp,2,False,103.61,balanced,,
gcp-block-balanced-c16-r2,16,54.9,20,85.3,,4.159,4.871,20480.0,READ,block,gcp,2,False,240.23,balanced,23.17,103.61
gcp-block-balanced-c16-r3,16,58.1,20,173.7,,8.389,19.484,20480.0,WRITE,block,gcp,3,False,117.91,balanced,,
gcp-block-balanced-c16-r3,16,58.1,20,85.3,,4.159,4.871,20480.0,READ,block,gcp,3,False,240.21,balanced,19.484,117.91
gcp-block-balanced-c64-r1,64,54.7,20,198.9,,38.624,92.682,20480.0,WRITE,block,gcp,1,False,102.99,balanced,,
gcp-block-balanced-c64-r1,64,54.7,20,85.3,,16.644,19.484,20480.0,READ,block,gcp,1,False,240.23,balanced,92.682,102.99
gcp-block-balanced-c64-r2,64,55.5,20,199.8,,38.843,92.682,20480.0,WRITE,block,gcp,2,False,102.51,balanced,,
gcp-block-balanced-c64-r2,64,55.5,20,85.3,,16.644,19.484,20480.0,READ,block,gcp,2,False,240.23,balanced,92.682,102.51
gcp-block-balanced-c64-r3,64,55.4,20,192.5,,37.4,92.682,20480.0,WRITE,block,gcp,3,False,106.4,balanced,,
gcp-block-balanced-c64-r3,64,55.4,20,85.3,,16.645,19.484,20480.0,READ,block,gcp,3,False,240.22,balanced,92.682,106.4
gcp-block-largeobj-c01-r1,1,24.9,40,170.7,,66.677,77.936,40960.0,READ,block,gcp,1,False,239.95,largeobj,,
gcp-block-largeobj-c01-r2,1,24.0,40,170.6,,66.644,77.936,40960.0,READ,block,gcp,2,False,240.07,largeobj,,
gcp-block-largeobj-c01-r3,1,23.6,40,170.6,,66.654,77.936,40960.0,READ,block,gcp,3,False,240.03,largeobj,,
gcp-block-largeobj-c04-r1,4,81.2,40,170.7,,266.511,311.744,40960.0,READ,block,gcp,1,False,239.95,largeobj,,
gcp-block-largeobj-c04-r2,4,52.5,40,170.6,,266.452,311.744,40960.0,READ,block,gcp,2,False,240.02,largeobj,,
gcp-block-largeobj-c04-r3,4,47.4,40,170.7,,266.49,311.744,40960.0,READ,block,gcp,3,False,240.01,largeobj,,
gcp-block-largeobj-c16-r1,16,94.7,40,170.6,,1061.505,1246.974,40960.0,READ,block,gcp,1,False,240.07,largeobj,,
gcp-block-largeobj-c16-r2,16,94.3,40,170.6,,1061.495,1246.974,40960.0,READ,block,gcp,2,False,240.07,largeobj,,
gcp-block-largeobj-c16-r3,16,93.3,40,170.6,,1063.027,1246.974,40960.0,READ,block,gcp,3,False,240.05,largeobj,,
gcp-block-largeobj-c64-r1,64,94.8,40,170.6,,4226.597,4987.896,40960.0,READ,block,gcp,1,False,240.11,largeobj,,
gcp-block-largeobj-c64-r2,64,94.8,40,170.6,,4231.085,4987.896,40960.0,READ,block,gcp,2,False,240.11,largeobj,,
gcp-block-largeobj-c64-r3,64,94.8,40,170.6,,4226.557,5931.642,40960.0,READ,block,gcp,3,False,240.11,largeobj,,
gcp-file-balanced-c01-r1,1,4.8,20,770.0,,2.347,2.896,20480.0,WRITE,file,gcp,1,False,26.6,balanced,,
gcp-file-balanced-c01-r1,1,4.8,20,114.3,,0.347,0.609,20480.0,READ,file,gcp,1,False,179.11,balanced,2.896,26.6
gcp-file-balanced-c01-r2,1,5.0,20,694.3,,2.116,2.896,20480.0,WRITE,file,gcp,2,False,29.5,balanced,,
gcp-file-balanced-c01-r2,1,5.0,20,111.4,,0.338,0.609,20480.0,READ,file,gcp,2,False,183.83,balanced,2.896,29.5
gcp-file-balanced-c01-r3,1,4.7,20,703.7,,2.144,2.896,20480.0,WRITE,file,gcp,3,False,29.1,balanced,,
gcp-file-balanced-c01-r3,1,4.7,20,112.3,,0.341,0.609,20480.0,READ,file,gcp,3,False,182.33,balanced,2.896,29.1
gcp-file-balanced-c04-r1,4,12.6,20,198.0,,2.415,4.871,20480.0,WRITE,file,gcp,1,False,103.42,balanced,,
gcp-file-balanced-c04-r1,4,12.6,20,33.0,,0.4,0.861,20480.0,READ,file,gcp,1,False,621.25,balanced,4.871,103.42
gcp-file-balanced-c04-r2,4,11.6,20,194.9,,2.377,4.096,20480.0,WRITE,file,gcp,2,False,105.06,balanced,,
gcp-file-balanced-c04-r2,4,11.6,20,36.9,,0.448,2.896,20480.0,READ,file,gcp,2,False,555.77,balanced,4.096,105.06
gcp-file-balanced-c04-r3,4,12.7,20,184.3,,2.247,4.096,20480.0,WRITE,file,gcp,3,False,111.14,balanced,,
gcp-file-balanced-c04-r3,4,12.7,20,33.0,,0.401,0.724,20480.0,READ,file,gcp,3,False,620.44,balanced,4.096,111.14
gcp-file-balanced-c16-r1,16,8.7,20,255.0,,12.435,23.17,20480.0,WRITE,file,gcp,1,False,80.32,balanced,,
gcp-file-balanced-c16-r1,16,8.7,20,32.2,,1.569,16.384,20480.0,READ,file,gcp,1,False,635.81,balanced,23.17,80.32
gcp-file-balanced-c16-r2,16,8.9,20,258.2,,12.592,23.17,20480.0,WRITE,file,gcp,2,False,79.31,balanced,,
gcp-file-balanced-c16-r2,16,8.9,20,32.1,,1.562,16.384,20480.0,READ,file,gcp,2,False,638.98,balanced,23.17,79.31
gcp-file-balanced-c16-r3,16,9.7,20,247.6,,12.075,23.17,20480.0,WRITE,file,gcp,3,False,82.71,balanced,,
gcp-file-balanced-c16-r3,16,9.7,20,31.0,,1.509,16.384,20480.0,READ,file,gcp,3,False,661.16,balanced,23.17,82.71
gcp-file-balanced-c64-r1,64,9.7,20,212.7,,41.481,77.936,20480.0,WRITE,file,gcp,1,False,96.28,balanced,,
gcp-file-balanced-c64-r1,64,9.7,20,22.0,,4.297,19.484,20480.0,READ,file,gcp,1,False,929.01,balanced,77.936,96.28
gcp-file-balanced-c64-r2,64,9.6,20,212.3,,41.413,77.936,20480.0,WRITE,file,gcp,2,False,96.45,balanced,,
gcp-file-balanced-c64-r2,64,9.6,20,20.8,,4.043,19.484,20480.0,READ,file,gcp,2,False,986.66,balanced,77.936,96.45
gcp-file-balanced-c64-r3,64,10.0,20,212.7,,41.483,77.936,20480.0,WRITE,file,gcp,3,False,96.27,balanced,,
gcp-file-balanced-c64-r3,64,10.0,20,21.4,,4.16,19.484,20480.0,READ,file,gcp,3,False,958.35,balanced,77.936,96.27
gcp-file-largeobj-c01-r1,1,4.1,40,259.4,,101.307,185.364,40960.0,READ,file,gcp,1,False,157.93,largeobj,,
gcp-file-largeobj-c01-r2,1,2.6,40,258.3,,100.88,185.364,40960.0,READ,file,gcp,2,False,158.6,largeobj,,
gcp-file-largeobj-c01-r3,1,2.4,40,259.1,,101.203,185.364,40960.0,READ,file,gcp,3,False,158.09,largeobj,,
gcp-file-largeobj-c04-r1,4,2.6,40,295.5,,461.604,741.455,40960.0,READ,file,gcp,1,False,138.61,largeobj,,
gcp-file-largeobj-c04-r2,4,2.5,40,295.8,,461.492,741.455,40960.0,READ,file,gcp,2,False,138.46,largeobj,,
gcp-file-largeobj-c04-r3,4,2.5,40,294.6,,459.79,741.455,40960.0,READ,file,gcp,3,False,139.01,largeobj,,
gcp-file-largeobj-c16-r1,16,5.1,40,193.7,,1193.596,4987.896,40960.0,READ,file,gcp,1,False,211.47,largeobj,,
gcp-file-largeobj-c16-r2,16,3.1,40,245.1,,1520.616,4987.896,40960.0,READ,file,gcp,2,False,167.08,largeobj,,
gcp-file-largeobj-c16-r3,16,3.8,40,200.1,,1217.536,4987.896,40960.0,READ,file,gcp,3,False,204.65,largeobj,,
gcp-file-largeobj-c64-r1,64,2.5,40,283.0,,6834.541,19951.585,40960.0,READ,file,gcp,1,False,144.73,largeobj,,
gcp-file-largeobj-c64-r2,64,3.6,40,200.3,,4830.077,19951.585,40960.0,READ,file,gcp,2,False,204.51,largeobj,,
gcp-file-largeobj-c64-r3,64,4.2,40,182.9,,4461.596,19951.585,40960.0,READ,file,gcp,3,False,223.91,largeobj,,
gcp-object-balanced-c01-r1,1,0.7,1.0,623.2,False,38.025,65.536,1024.0,WRITE,object,gcp,1,False,1.64,balanced,,
gcp-object-balanced-c01-r1,1,0.7,1.0,627.0,False,38.258,77.936,1024.0,READ,object,gcp,1,False,1.63,balanced,65.536,1.64
gcp-object-balanced-c01-r2,1,0.8,1.0,600.2,False,36.627,77.936,1024.0,WRITE,object,gcp,2,False,1.71,balanced,,
gcp-object-balanced-c01-r2,1,0.8,1.0,583.2,False,35.584,65.536,1024.0,READ,object,gcp,2,False,1.76,balanced,77.936,1.71
gcp-object-balanced-c01-r3,1,0.8,1.0,598.2,False,36.499,55.109,1024.0,WRITE,object,gcp,3,False,1.71,balanced,,
gcp-object-balanced-c01-r3,1,0.8,1.0,609.2,False,37.173,65.536,1024.0,READ,object,gcp,3,False,1.68,balanced,55.109,1.71
gcp-object-balanced-c04-r1,4,3.3,5.0,702.9,False,34.192,46.341,5120.0,WRITE,object,gcp,1,False,7.28,balanced,,
gcp-object-balanced-c04-r1,4,3.3,5.0,731.7,False,35.569,65.536,5120.0,READ,object,gcp,1,False,7.0,balanced,46.341,7.28
gcp-object-balanced-c04-r2,4,2.9,5.0,727.7,False,34.739,46.341,5120.0,WRITE,object,gcp,2,False,7.04,balanced,,
gcp-object-balanced-c04-r2,4,2.9,5.0,745.2,False,35.576,65.536,5120.0,READ,object,gcp,2,False,6.87,balanced,46.341,7.04
gcp-object-balanced-c04-r3,4,3.3,5.0,728.4,False,34.899,55.109,5120.0,WRITE,object,gcp,3,False,7.03,balanced,,
gcp-object-balanced-c04-r3,4,3.3,5.0,606.6,False,28.887,65.536,5120.0,READ,object,gcp,3,False,8.44,balanced,55.109,7.03
gcp-object-balanced-c16-r1,16,12.1,20.0,823.5,False,39.015,55.109,20480.0,WRITE,object,gcp,1,False,24.87,balanced,,
gcp-object-balanced-c16-r1,16,12.1,20.0,670.4,False,31.842,65.536,20480.0,READ,object,gcp,1,False,30.55,balanced,55.109,24.87
gcp-object-balanced-c16-r2,16,11.4,20.0,793.2,False,37.773,55.109,20480.0,WRITE,object,gcp,2,False,25.82,balanced,,
gcp-object-balanced-c16-r2,16,11.4,20.0,682.2,False,32.38,65.536,20480.0,READ,object,gcp,2,False,30.02,balanced,55.109,25.82
gcp-object-balanced-c16-r3,16,10.7,20.0,799.5,False,38.073,55.109,20480.0,WRITE,object,gcp,3,False,25.62,balanced,,
gcp-object-balanced-c16-r3,16,10.7,20.0,693.4,False,32.914,65.536,20480.0,READ,object,gcp,3,False,29.54,balanced,55.109,25.62
gcp-object-balanced-c64-r1,64,41.1,80.0,936.6,False,44.281,155.872,81920.0,WRITE,object,gcp,1,False,87.47,balanced,,
gcp-object-balanced-c64-r1,64,41.1,80.0,658.6,False,30.85,65.536,81920.0,READ,object,gcp,1,False,124.39,balanced,155.872,87.47
gcp-object-balanced-c64-r2,64,40.2,80.0,917.0,False,43.641,155.872,81920.0,WRITE,object,gcp,2,False,89.33,balanced,,
gcp-object-balanced-c64-r2,64,40.2,80.0,667.7,False,31.425,65.536,81920.0,READ,object,gcp,2,False,122.69,balanced,155.872,89.33
gcp-object-balanced-c64-r3,64,46.8,80.0,929.2,False,43.962,155.872,81920.0,WRITE,object,gcp,3,False,88.16,balanced,,
gcp-object-balanced-c64-r3,64,46.8,80.0,662.3,False,30.955,65.536,81920.0,READ,object,gcp,3,False,123.69,balanced,155.872,88.16
gcp-object-largeobj-c01-r1,1,8.3,2.0,9.7,False,75.822,110.218,2048.0,READ,object,gcp,1,False,211.0,largeobj,,
gcp-object-largeobj-c01-r2,1,7.6,2.0,10.3,False,80.352,440.872,2048.0,READ,object,gcp,2,False,199.11,largeobj,,
gcp-object-largeobj-c01-r3,1,9.1,2.0,10.2,False,79.9,110.218,2048.0,READ,object,gcp,3,False,200.23,largeobj,,
gcp-object-largeobj-c04-r1,4,43.9,10.0,21.7,False,127.408,220.436,10240.0,READ,object,gcp,1,False,472.26,largeobj,,
gcp-object-largeobj-c04-r2,4,44.9,10.0,18.1,False,111.17,155.872,10240.0,READ,object,gcp,2,False,566.09,largeobj,,
gcp-object-largeobj-c04-r3,4,43.7,10.0,19.7,False,113.208,524.288,10240.0,READ,object,gcp,3,False,519.27,largeobj,,
gcp-object-largeobj-c16-r1,16,84.3,40.0,56.2,False,344.24,524.288,40960.0,READ,object,gcp,1,False,728.7,largeobj,,
gcp-object-largeobj-c16-r2,16,84.2,40.0,54.2,False,329.734,440.872,40960.0,READ,object,gcp,2,False,755.37,largeobj,,
gcp-object-largeobj-c16-r3,16,83.6,40.0,55.0,False,331.551,440.872,40960.0,READ,object,gcp,3,False,744.7,largeobj,,
gcp-object-largeobj-c64-r1,64,91.9,80.0,109.0,False,1348.616,1763.488,81920.0,READ,object,gcp,1,False,751.5,largeobj,,
gcp-object-largeobj-c64-r2,64,91.9,80.0,115.4,False,1418.338,1763.488,81920.0,READ,object,gcp,2,False,710.0,largeobj,,
gcp-object-largeobj-c64-r3,64,92.1,80.0,109.1,False,1338.943,1763.488,81920.0,READ,object,gcp,3,False,750.9,largeobj,,
huawei-block-balanced-c01-r1,1,24.6,20,266.2,,0.811,2.048,20480.0,WRITE,block,huawei,1,False,76.93,balanced,,
huawei-block-balanced-c01-r1,1,24.6,20,232.1,,0.707,1.722,20480.0,READ,block,huawei,1,False,88.23,balanced,2.048,76.93
huawei-block-balanced-c01-r2,1,24.5,20,210.1,,0.64,1.722,20480.0,WRITE,block,huawei,2,False,97.49,balanced,,
huawei-block-balanced-c01-r2,1,24.5,20,203.9,,0.621,1.722,20480.0,READ,block,huawei,2,False,100.44,balanced,1.722,97.49
huawei-block-balanced-c01-r3,1,24.6,20,267.5,,0.815,2.435,20480.0,WRITE,block,huawei,3,False,76.55,balanced,,
huawei-block-balanced-c01-r3,1,24.6,20,194.3,,0.592,2.048,20480.0,READ,block,huawei,3,False,105.4,balanced,2.435,76.55
huawei-block-balanced-c04-r1,4,45.3,20,221.2,,2.663,8.192,20480.0,WRITE,block,huawei,1,False,92.59,balanced,,
huawei-block-balanced-c04-r1,4,45.3,20,60.9,,0.74,2.896,20480.0,READ,block,huawei,1,False,336.49,balanced,8.192,92.59
huawei-block-balanced-c04-r2,4,46.0,20,206.1,,2.488,6.889,20480.0,WRITE,block,huawei,2,False,99.39,balanced,,
huawei-block-balanced-c04-r2,4,46.0,20,59.8,,0.728,1.722,20480.0,READ,block,huawei,2,False,342.56,balanced,6.889,99.39
huawei-block-balanced-c04-r3,4,41.9,20,270.1,,3.258,9.742,20480.0,WRITE,block,huawei,3,False,75.82,balanced,,
huawei-block-balanced-c04-r3,4,41.9,20,60.1,,0.731,2.048,20480.0,READ,block,huawei,3,False,340.86,balanced,9.742,75.82
huawei-block-balanced-c16-r1,16,44.2,20,221.8,,10.744,27.554,20480.0,WRITE,block,huawei,1,False,92.35,balanced,,
huawei-block-balanced-c16-r1,16,44.2,20,58.2,,2.84,3.444,20480.0,READ,block,huawei,1,False,351.62,balanced,27.554,92.35
huawei-block-balanced-c16-r2,16,41.2,20,264.4,,12.797,32.768,20480.0,WRITE,block,huawei,2,False,77.47,balanced,,
huawei-block-balanced-c16-r2,16,41.2,20,58.3,,2.837,2.896,20480.0,READ,block,huawei,2,False,351.56,balanced,32.768,77.47
huawei-block-balanced-c16-r3,16,44.2,20,223.3,,10.824,32.768,20480.0,WRITE,block,huawei,3,False,91.73,balanced,,
huawei-block-balanced-c16-r3,16,44.2,20,57.5,,2.805,2.435,20480.0,READ,block,huawei,3,False,355.95,balanced,32.768,91.73
huawei-block-balanced-c64-r1,64,40.6,20,271.5,,52.801,131.072,20480.0,WRITE,block,huawei,1,False,75.44,balanced,,
huawei-block-balanced-c64-r1,64,40.6,20,57.6,,11.148,881.744,20480.0,READ,block,huawei,1,False,355.39,balanced,131.072,75.44
huawei-block-balanced-c64-r2,64,43.7,20,226.7,,44.069,110.218,20480.0,WRITE,block,huawei,2,False,90.34,balanced,,
huawei-block-balanced-c64-r2,64,43.7,20,58.1,,11.25,881.744,20480.0,READ,block,huawei,2,False,352.71,balanced,110.218,90.34
huawei-block-balanced-c64-r3,64,43.6,20,228.8,,44.469,131.072,20480.0,WRITE,block,huawei,3,False,89.52,balanced,,
huawei-block-balanced-c64-r3,64,43.6,20,58.2,,11.235,881.744,20480.0,READ,block,huawei,3,False,352.02,balanced,131.072,89.52
huawei-block-largeobj-c01-r1,1,25.3,40,117.2,,45.773,881.744,40960.0,READ,block,huawei,1,False,349.54,largeobj,,
huawei-block-largeobj-c01-r2,1,24.0,40,118.0,,46.08,881.744,40960.0,READ,block,huawei,2,False,347.2,largeobj,,
huawei-block-largeobj-c01-r3,1,23.2,40,117.1,,45.749,881.744,40960.0,READ,block,huawei,3,False,349.72,largeobj,,
huawei-block-largeobj-c04-r1,4,83.4,40,117.2,,182.631,1048.576,40960.0,READ,block,huawei,1,False,349.52,largeobj,,
huawei-block-largeobj-c04-r2,4,86.6,40,117.1,,182.256,1048.576,40960.0,READ,block,huawei,2,False,349.76,largeobj,,
huawei-block-largeobj-c04-r3,4,89.3,40,117.1,,182.144,1048.576,40960.0,READ,block,huawei,3,False,349.91,largeobj,,
huawei-block-largeobj-c16-r1,16,87.4,40,118.0,,730.632,2097.152,40960.0,READ,block,huawei,1,False,347.12,largeobj,,
huawei-block-largeobj-c16-r2,16,85.8,40,117.4,,728.688,2097.152,40960.0,READ,block,huawei,2,False,348.97,largeobj,,
huawei-block-largeobj-c16-r3,16,86.4,40,117.0,,727.058,2097.152,40960.0,READ,block,huawei,3,False,350.19,largeobj,,
huawei-block-largeobj-c64-r1,64,91.1,40,117.1,,2731.05,9975.792,40960.0,READ,block,huawei,1,False,349.85,largeobj,,
huawei-block-largeobj-c64-r2,64,91.4,40,117.0,,2771.514,8388.608,40960.0,READ,block,huawei,2,False,350.15,largeobj,,
huawei-block-largeobj-c64-r3,64,92.4,40,117.8,,2799.958,8388.608,40960.0,READ,block,huawei,3,False,347.76,largeobj,,
huawei-file-balanced-c01-r1,1,3.0,1,32.3,,1.969,5.793,1024.0,WRITE,file,huawei,1,True,31.71,balanced,,
huawei-file-balanced-c01-r1,1,3.0,1,6.7,,0.408,1.448,1024.0,READ,file,huawei,1,True,152.84,balanced,5.793,31.71
huawei-file-balanced-c01-r2,1,3.0,1,31.1,,1.898,5.793,1024.0,WRITE,file,huawei,2,True,32.9,balanced,,
huawei-file-balanced-c01-r2,1,3.0,1,6.5,,0.399,1.218,1024.0,READ,file,huawei,2,True,156.34,balanced,5.793,32.9
huawei-file-balanced-c01-r3,1,3.6,1,29.7,,1.813,4.871,1024.0,WRITE,file,huawei,3,True,34.44,balanced,,
huawei-file-balanced-c01-r3,1,3.6,1,5.9,,0.358,1.218,1024.0,READ,file,huawei,3,True,173.85,balanced,4.871,34.44
huawei-file-balanced-c04-r1,4,6.5,20,268.1,,2.573,8.192,20480.0,WRITE,file,huawei,1,False,76.4,balanced,,
huawei-file-balanced-c04-r1,4,6.5,20,109.0,,1.328,3.444,20480.0,READ,file,huawei,1,False,187.93,balanced,8.192,76.4
huawei-file-balanced-c04-r2,4,6.3,20,284.7,,2.689,8.192,20480.0,WRITE,file,huawei,2,False,71.93,balanced,,
huawei-file-balanced-c04-r2,4,6.3,20,109.6,,1.329,3.444,20480.0,READ,file,huawei,2,False,186.78,balanced,8.192,71.93
huawei-file-balanced-c04-r3,4,6.2,20,307.0,,2.903,9.742,20480.0,WRITE,file,huawei,3,False,66.71,balanced,,
huawei-file-balanced-c04-r3,4,6.2,20,109.5,,1.328,4.096,20480.0,READ,file,huawei,3,False,187.06,balanced,9.742,66.71
huawei-file-balanced-c16-r1,16,9.3,20,122.6,,5.333,11.585,20480.0,WRITE,file,huawei,1,False,166.98,balanced,,
huawei-file-balanced-c16-r1,16,9.3,20,109.3,,5.018,8.192,20480.0,READ,file,huawei,1,False,187.31,balanced,11.585,166.98
huawei-file-balanced-c16-r2,16,9.2,20,122.1,,5.334,9.742,20480.0,WRITE,file,huawei,2,False,167.78,balanced,,
huawei-file-balanced-c16-r2,16,9.2,20,109.8,,5.035,8.192,20480.0,READ,file,huawei,2,False,186.44,balanced,9.742,167.78
huawei-file-balanced-c16-r3,16,9.0,20,123.2,,5.354,9.742,20480.0,WRITE,file,huawei,3,False,166.24,balanced,,
huawei-file-balanced-c16-r3,16,9.0,20,109.5,,5.132,8.192,20480.0,READ,file,huawei,3,False,187.06,balanced,9.742,166.24
huawei-file-balanced-c64-r1,64,9.9,20,111.8,,21.426,741.455,20480.0,WRITE,file,huawei,1,False,183.23,balanced,,
huawei-file-balanced-c64-r1,64,9.9,20,108.8,,20.504,881.744,20480.0,READ,file,huawei,1,False,188.17,balanced,741.455,183.23
huawei-file-balanced-c64-r2,64,9.5,20,111.7,,21.35,881.744,20480.0,WRITE,file,huawei,2,False,183.32,balanced,,
huawei-file-balanced-c64-r2,64,9.5,20,108.5,,20.443,881.744,20480.0,READ,file,huawei,2,False,188.79,balanced,881.744,183.32
huawei-file-balanced-c64-r3,64,10.3,20,111.9,,21.397,881.744,20480.0,WRITE,file,huawei,3,False,183.02,balanced,,
huawei-file-balanced-c64-r3,64,10.3,20,108.7,,20.431,881.744,20480.0,READ,file,huawei,3,False,188.43,balanced,881.744,183.02
huawei-file-largeobj-c01-r1,1,8.2,40,218.7,,85.416,741.455,40960.0,READ,file,huawei,1,False,187.31,largeobj,,
huawei-file-largeobj-c01-r2,1,8.0,40,219.1,,85.582,741.455,40960.0,READ,file,huawei,2,False,186.95,largeobj,,
huawei-file-largeobj-c01-r3,1,7.9,40,219.2,,85.636,741.455,40960.0,READ,file,huawei,3,False,186.83,largeobj,,
huawei-file-largeobj-c04-r1,4,7.4,40,219.3,,339.866,1048.576,40960.0,READ,file,huawei,1,False,186.81,largeobj,,
huawei-file-largeobj-c04-r2,4,7.9,40,219.7,,340.707,1048.576,40960.0,READ,file,huawei,2,False,186.41,largeobj,,
huawei-file-largeobj-c04-r3,4,7.7,40,219.4,,341.738,1048.576,40960.0,READ,file,huawei,3,False,186.7,largeobj,,
huawei-file-largeobj-c16-r1,16,7.2,40,219.9,,1360.979,2097.152,40960.0,READ,file,huawei,1,False,186.3,largeobj,,
huawei-file-largeobj-c16-r2,16,7.8,40,219.6,,1363.152,2097.152,40960.0,READ,file,huawei,2,False,186.48,largeobj,,
huawei-file-largeobj-c16-r3,16,7.7,40,219.9,,1364.452,2097.152,40960.0,READ,file,huawei,3,False,186.25,largeobj,,
huawei-file-largeobj-c64-r1,64,7.5,40,219.8,,5423.436,7053.95,40960.0,READ,file,huawei,1,False,186.34,largeobj,,
huawei-file-largeobj-c64-r2,64,7.6,40,219.9,,5420.208,7053.95,40960.0,READ,file,huawei,2,False,186.23,largeobj,,
huawei-file-largeobj-c64-r3,64,7.5,40,219.8,,5416.972,7053.95,40960.0,READ,file,huawei,3,False,186.35,largeobj,,
huawei-object-balanced-c01-r1,1,1.8,1.0,207.9,False,12.686,92.682,1024.0,WRITE,object,huawei,1,False,4.92,balanced,,
huawei-object-balanced-c01-r1,1,1.8,1.0,78.1,False,4.762,6.889,1024.0,READ,object,huawei,1,False,13.11,balanced,92.682,4.92
huawei-object-balanced-c01-r2,1,1.9,1.0,196.6,False,11.995,23.17,1024.0,WRITE,object,huawei,2,False,5.21,balanced,,
huawei-object-balanced-c01-r2,1,1.9,1.0,77.2,False,4.707,6.889,1024.0,READ,object,huawei,2,False,13.26,balanced,23.17,5.21
huawei-object-balanced-c01-r3,1,2.0,1.0,186.2,False,11.36,32.768,1024.0,WRITE,object,huawei,3,False,5.5,balanced,,
huawei-object-balanced-c01-r3,1,2.0,1.0,77.4,False,4.719,6.889,1024.0,READ,object,huawei,3,False,13.23,balanced,32.768,5.5
huawei-object-balanced-c04-r1,4,9.5,20.0,604.7,False,7.303,23.17,20480.0,WRITE,object,huawei,1,False,33.87,balanced,,
huawei-object-balanced-c04-r1,4,9.5,20.0,406.8,False,4.942,8.192,20480.0,READ,object,huawei,1,False,50.34,balanced,23.17,33.87
huawei-object-balanced-c04-r2,4,9.8,20.0,587.5,False,7.138,23.17,20480.0,WRITE,object,huawei,2,False,34.86,balanced,,
huawei-object-balanced-c04-r2,4,9.8,20.0,384.4,False,4.656,6.889,20480.0,READ,object,huawei,2,False,53.28,balanced,23.17,34.86
huawei-object-balanced-c04-r3,4,9.4,20.0,608.9,False,7.251,23.17,20480.0,WRITE,object,huawei,3,False,33.63,balanced,,
huawei-object-balanced-c04-r3,4,9.4,20.0,402.6,False,4.885,8.192,20480.0,READ,object,huawei,3,False,50.88,balanced,23.17,33.63
huawei-object-balanced-c16-r1,16,28.9,20.0,225.0,False,10.29,32.768,20480.0,WRITE,object,huawei,1,False,91.02,balanced,,
