run_id,combined_tput_mib_s,concurrency,cpu_util_pct,dataset_gb_executed,endpoint_internal,paradigm,phases_present,provider,read_p99_ms,read_tput_mib_s,rep,timelimit,workload,write_p99_ms,write_tput_mib_s
huawei-block-balanced-c16-r1,146.29,16,44.2,20,,block,WRITE+READ,huawei,3.444,351.62,1,False,balanced,27.554,92.35
huawei-block-balanced-c16-r2,126.97,16,41.2,20,,block,WRITE+READ,huawei,2.896,351.56,2,False,balanced,32.768,77.47
huawei-block-balanced-c16-r3,145.87,16,44.2,20,,block,WRITE+READ,huawei,2.435,355.95,3,False,balanced,32.768,91.73
huawei-block-balanced-c64-r1,124.47,64,40.6,20,,block,WRITE+READ,huawei,881.744,355.39,1,False,balanced,131.072,75.44
huawei-block-balanced-c64-r2,143.84,64,43.7,20,,block,WRITE+READ,huawei,881.744,352.71,2,False,balanced,110.218,90.34
huawei-block-balanced-c64-r3,142.74,64,43.6,20,,block,WRITE+READ,huawei,881.744,352.02,3,False,balanced,131.072,89.52
huawei-block-largeobj-c01-r1,349.54,1,25.3,40,,block,READ,huawei,881.744,349.54,1,False,largeobj,,
huawei-block-largeobj-c01-r2,347.2,1,24.0,40,,block,READ,huawei,881.744,347.2,2,False,largeobj,,
huawei-block-largeobj-c01-r3,349.72,1,23.2,40,,block,READ,huawei,881.744,349.72,3,False,largeobj,,
huawei-block-largeobj-c04-r1,349.52,4,83.4,40,,block,READ,huawei,1048.576,349.52,1,False,largeobj,,
huawei-block-largeobj-c04-r2,349.76,4,86.6,40,,block,READ,huawei,1048.576,349.76,2,False,largeobj,,
huawei-block-largeobj-c04-r3,349.91,4,89.3,40,,block,READ,huawei,1048.576,349.91,3,False,largeobj,,
huawei-block-largeobj-c16-r1,347.12,16,87.4,40,,block,READ,huawei,2097.152,347.12,1,False,largeobj,,
huawei-block-largeobj-c16-r2,348.97,16,85.8,40,,block,READ,huawei,2097.152,348.97,2,False,largeobj,,
huawei-block-largeobj-c16-r3,350.19,16,86.4,40,,block,READ,huawei,2097.152,350.19,3,False,largeobj,,
huawei-block-largeobj-c64-r1,349.85,64,91.1,40,,block,READ,huawei,9975.792,349.85,1,False,largeobj,,
huawei-block-largeobj-c64-r2,350.15,64,91.4,40,,block,READ,huawei,8388.608,350.15,2,False,largeobj,,
huawei-block-largeobj-c64-r3,347.76,64,92.4,40,,block,READ,huawei,8388.608,347.76,3,False,largeobj,,
huawei-file-balanced-c01-r1,52.53,1,3.0,1,,file,WRITE+READ,huawei,1.448,152.84,1,True,balanced,5.793,31.71
huawei-file-balanced-c01-r2,54.36,1,3.0,1,,file,WRITE+READ,huawei,1.218,156.34,2,True,balanced,5.793,32.9
huawei-file-balanced-c01-r3,57.49,1,3.6,1,,file,WRITE+READ,huawei,1.218,173.85,3,True,balanced,4.871,34.44
huawei-file-balanced-c04-r1,108.63,4,6.5,20,,file,WRITE+READ,huawei,3.444,187.93,1,False,balanced,8.192,76.4
huawei-file-balanced-c04-r2,103.86,4,6.3,20,,file,WRITE+READ,huawei,3.444,186.78,2,False,balanced,8.192,71.93
huawei-file-balanced-c04-r3,98.35,4,6.2,20,,file,WRITE+READ,huawei,4.096,187.06,3,False,balanced,9.742,66.71
huawei-file-balanced-c16-r1,176.56,16,9.3,20,,file,WRITE+READ,huawei,8.192,187.31,1,False,balanced,11.585,166.98
huawei-file-balanced-c16-r2,176.62,16,9.2,20,,file,WRITE+READ,huawei,8.192,186.44,2,False,balanced,9.742,167.78
huawei-file-balanced-c16-r3,176.04,16,9.0,20,,file,WRITE+READ,huawei,8.192,187.06,3,False,balanced,9.742,166.24
huawei-file-balanced-c64-r1,185.67,64,9.9,20,,file,WRITE+READ,huawei,881.744,188.17,1,False,balanced,741.455,183.23
huawei-file-balanced-c64-r2,186.01,64,9.5,20,,file,WRITE+READ,huawei,881.744,188.79,2,False,balanced,881.744,183.32
huawei-file-balanced-c64-r3,185.69,64,10.3,20,,file,WRITE+READ,huawei,881.744,188.43,3,False,balanced,881.744,183.02
huawei-file-largeobj-c01-r1,187.31,1,8.2,40,,file,READ,huawei,741.455,187.31,1,False,largeobj,,
huawei-file-largeobj-c01-r2,186.95,1,8.0,40,,file,READ,huawei,741.455,186.95,2,False,largeobj,,
huawei-file-largeobj-c01-r3,186.83,1,7.9,40,,file,READ,huawei,741.455,186.83,3,False,largeobj,,
huawei-file-largeobj-c04-r1,186.81,4,7.4,40,,file,READ,huawei,1048.576,186.81,1,False,largeobj,,
huawei-file-largeobj-c04-r2,186.41,4,7.9,40,,file,READ,huawei,1048.576,186.41,2,False,largeobj,,
huawei-file-largeobj-c04-r3,186.7,4,7.7,40,,file,READ,huawei,1048.576,186.7,3,False,largeobj,,
huawei-file-largeobj-c16-r1,186.3,16,7.2,40,,file,READ,huawei,2097.152,186.3,1,False,largeobj,,
huawei-file-largeobj-c16-r2,186.48,16,7.8,40,,file,READ,huawei,2097.152,186.48,2,False,largeobj,,
huawei-file-largeobj-c16-r3,186.25,16,7.7,40,,file,READ,huawei,2097.152,186.25,3,False,largeobj,,
huawei-file-largeobj-c64-r1,186.34,64,7.5,40,,file,READ,huawei,7053.95,186.34,1,False,largeobj,,
huawei-file-largeobj-c64-r2,186.23,64,7.6,40,,file,READ,huawei,7053.95,186.23,2,False,largeobj,,
huawei-file-largeobj-c64-r3,186.35,64,7.5,40,,file,READ,huawei,7053.95,186.35,3,False,largeobj,,
huawei-object-balanced-c01-r1,7.16,1,1.8,1.0,False,object,WRITE+READ,huawei,6.889,13.11,1,False,balanced,92.682,4.92
huawei-object-balanced-c01-r2,7.48,1,1.9,1.0,False,object,WRITE+READ,huawei,6.889,13.26,2,False,balanced,23.17,5.21
huawei-object-balanced-c01-r3,7.77,1,2.0,1.0,False,object,WRITE+READ,huawei,6.889,13.23,3,False,balanced,32.768,5.5
huawei-object-balanced-c04-r1,40.49,4,9.5,20.0,False,object,WRITE+READ,huawei,8.192,50.34,1,False,balanced,23.17,33.87
huawei-object-balanced-c04-r2,42.15,4,9.8,20.0,False,object,WRITE+READ,huawei,6.889,53.28,2,False,balanced,23.17,34.86
huawei-object-balanced-c04-r3,40.5,4,9.4,20.0,False,object,WRITE+READ,huawei,8.192,50.88,3,False,balanced,23.17,33.63
huawei-object-balanced-c16-r1,126.75,16,28.9,20.0,False,object,WRITE+READ,huawei,6.889,208.7,1,False,balanced,32.768,91.02
huawei-object-balanced-c16-r2,122.69,16,28.4,20.0,False,object,WRITE+READ,huawei,8.192,199.57,2,False,balanced,27.554,88.57
huawei-object-balanced-c16-r3,125.15,16,29.0,20.0,False,object,WRITE+READ,huawei,8.192,201.91,3,False,balanced,27.554,90.68
huawei-object-balanced-c64-r1,263.1,64,60.9,20.0,False,object,WRITE+READ,huawei,16.384,437.5,1,False,balanced,46.341,188.11
huawei-object-balanced-c64-r2,265.87,64,60.2,20.0,False,object,WRITE+READ,huawei,16.384,449.29,2,False,balanced,46.341,188.79
huawei-object-balanced-c64-r3,266.49,64,60.4,20.0,False,object,WRITE+READ,huawei,16.384,443.84,3,False,balanced,38.968,190.4
huawei-object-largeobj-c01-r1,208.58,1,9.3,40.0,False,object,READ,huawei,155.872,208.58,1,False,largeobj,,
huawei-object-largeobj-c01-r2,232.75,1,10.8,40.0,False,object,READ,huawei,131.072,232.75,2,False,largeobj,,
huawei-object-largeobj-c01-r3,267.64,1,12.8,40.0,False,object,READ,huawei,131.072,267.64,3,False,largeobj,,
huawei-object-largeobj-c04-r1,938.18,4,49.5,40.0,False,object,READ,huawei,311.744,938.18,1,False,largeobj,,
huawei-object-largeobj-c04-r2,942.8,4,50.4,40.0,False,object,READ,huawei,311.744,942.8,2,False,largeobj,,
huawei-object-largeobj-c04-r3,929.64,4,50.7,40.0,False,object,READ,huawei,311.744,929.64,3,False,largeobj,,
huawei-object-largeobj-c16-r1,943.69,16,74.0,40.0,False,object,READ,huawei,1763.488,943.69,1,False,largeobj,,
huawei-object-largeobj-c16-r2,920.35,16,60.9,40.0,False,object,READ,huawei,1246.974,920.35,2,False,largeobj,,
huawei-object-largeobj-c16-r3,946.79,16,60.6,40.0,False,object,READ,huawei,1246.974,946.79,3,False,largeobj,,
huawei-object-largeobj-c64-r1,918.57,64,76.4,40.0,False,object,READ,huawei,4194.304,918.57,1,False,largeobj,,
huawei-object-largeobj-c64-r2,919.25,64,78.1,40.0,False,object,READ,huawei,3526.975,919.25,2,False,largeobj,,
huawei-object-largeobj-c64-r3,933.56,64,78.6,40.0,False,object,READ,huawei,2965.821,933.56,3,False,largeobj,,
alibaba-block-balanced-c01-r1,160.6,1,24.2,20,,block,WRITE+READ,alibaba,0.724,152.17,1,False,balanced,2.896,170.01
alibaba-block-balanced-c01-r2,153.72,1,24.3,20,,block,WRITE+READ,alibaba,0.861,140.28,2,False,balanced,2.435,170.01
alibaba-block-balanced-c01-r3,164.33,1,14.2,1,,block,WRITE+READ,alibaba,0.861,156.43,3,True,balanced,4.871,173.06
alibaba-block-balanced-c04-r1,170.28,4,70.7,5,,block,WRITE+READ,alibaba,8.192,170.0,1,True,balanced,9.742,170.55
alibaba-block-balanced-c04-r2,170.1,4,74.5,5,,block,WRITE+READ,alibaba,8.192,170.01,2,True,balanced,9.742,170.2
alibaba-block-balanced-c04-r3,169.98,4,67.7,20,,block,WRITE+READ,alibaba,8.192,169.95,3,False,balanced,9.742,170.01
alibaba-block-balanced-c16-r1,170.0,16,83.7,20,,block,WRITE+READ,alibaba,9.742,169.98,1,True,balanced,11.585,170.02
alibaba-block-balanced-c16-r2,170.0,16,83.3,20,,block,WRITE+READ,alibaba,11.585,169.98,2,True,balanced,11.585,170.01
alibaba-block-balanced-c16-r3,170.01,16,83.6,20,,block,WRITE+READ,alibaba,9.742,170.0,3,False,balanced,11.585,170.02
alibaba-block-balanced-c64-r1,169.99,64,69.0,80,,block,WRITE+READ,alibaba,32.768,170.0,1,True,balanced,38.968,169.97
alibaba-block-balanced-c64-r2,169.98,64,69.0,80,,block,WRITE+READ,alibaba,32.768,170.0,2,True,balanced,38.968,169.97
alibaba-block-balanced-c64-r3,169.99,64,69.0,80,,block,WRITE+READ,alibaba,32.768,170.0,3,True,balanced,38.968,169.97
alibaba-block-largeobj-c01-r1,169.41,1,15.0,2,,block,READ,alibaba,110.218,169.41,1,True,largeobj,,
alibaba-block-largeobj-c01-r2,168.72,1,25.2,40,,block,READ,alibaba,110.218,168.72,2,False,largeobj,,
alibaba-block-largeobj-c01-r3,168.6,1,25.8,40,,block,READ,alibaba,110.218,168.6,3,False,largeobj,,
alibaba-block-largeobj-c04-r1,169.72,4,76.6,40,,block,READ,alibaba,440.872,169.72,1,False,largeobj,,
alibaba-block-largeobj-c04-r2,169.76,4,59.6,40,,block,READ,alibaba,440.872,169.76,2,False,largeobj,,
alibaba-block-largeobj-c04-r3,170.02,4,73.7,40,,block,READ,alibaba,440.872,170.02,3,False,largeobj,,
alibaba-block-largeobj-c16-r1,169.97,16,95.9,40,,block,READ,alibaba,1763.488,169.97,1,True,largeobj,,
alibaba-block-largeobj-c16-r2,169.96,16,95.9,40,,block,READ,alibaba,1763.488,169.96,2,False,largeobj,,
alibaba-block-largeobj-c16-r3,169.96,16,95.9,40,,block,READ,alibaba,1763.488,169.96,3,False,largeobj,,
alibaba-block-largeobj-c64-r1,170.07,64,95.8,40,,block,READ,alibaba,11863.283,170.07,1,False,largeobj,,
alibaba-block-largeobj-c64-r2,170.08,64,95.9,40,,block,READ,alibaba,14107.901,170.08,2,False,largeobj,,
alibaba-block-largeobj-c64-r3,170.08,64,98.0,80,,block,READ,alibaba,11863.283,170.08,3,True,largeobj,,
alibaba-file-balanced-c01-r1,24.9,1,1.0,1,,file,WRITE+READ,alibaba,2.435,31.04,1,True,balanced,4.096,20.79
alibaba-file-balanced-c01-r2,27.23,1,1.2,1,,file,WRITE+READ,alibaba,2.048,34.96,2,True,balanced,4.096,22.3
alibaba-file-balanced-c01-r3,24.41,1,1.2,1,,file,WRITE+READ,alibaba,2.435,30.86,3,True,balanced,5.793,20.19
alibaba-file-balanced-c04-r1,104.71,4,4.1,5,,file,WRITE+READ,alibaba,2.896,126.3,1,True,balanced,4.871,89.42
alibaba-file-balanced-c04-r2,89.49,4,3.8,20,,file,WRITE+READ,alibaba,3.444,104.94,2,False,balanced,4.871,78.0
alibaba-file-balanced-c04-r3,90.66,4,3.7,20,,file,WRITE+READ,alibaba,3.444,105.78,3,False,balanced,4.871,79.32
alibaba-file-balanced-c16-r1,152.43,16,6.4,20,,file,WRITE+READ,alibaba,32.768,152.04,1,False,balanced,16.384,152.82
alibaba-file-balanced-c16-r2,152.67,16,6.5,20,,file,WRITE+READ,alibaba,32.768,152.54,2,False,balanced,16.384,152.8
alibaba-file-balanced-c16-r3,152.77,16,6.6,20,,file,WRITE+READ,alibaba,32.768,152.79,3,True,balanced,16.384,152.76
alibaba-file-balanced-c64-r1,152.29,64,6.3,20,,file,WRITE+READ,alibaba,262.144,151.73,1,False,balanced,38.968,152.86
alibaba-file-balanced-c64-r2,152.81,64,6.5,20,,file,WRITE+READ,alibaba,262.144,152.75,2,False,balanced,38.968,152.86
alibaba-file-balanced-c64-r3,161.69,64,7.0,80,,file,WRITE+READ,alibaba,262.144,161.58,3,True,balanced,38.968,161.81
alibaba-file-largeobj-c01-r1,150.52,1,3.2,2,,file,READ,alibaba,155.872,150.52,1,True,largeobj,,
alibaba-file-largeobj-c01-r2,153.9,1,5.2,40,,file,READ,alibaba,311.744,153.9,2,False,largeobj,,
alibaba-file-largeobj-c01-r3,152.09,1,5.3,40,,file,READ,alibaba,262.144,152.09,3,False,largeobj,,
alibaba-file-largeobj-c04-r1,151.66,4,4.9,10,,file,READ,alibaba,4194.304,151.66,1,True,largeobj,,
alibaba-file-largeobj-c04-r2,155.08,4,5.2,40,,file,READ,alibaba,4194.304,155.08,2,False,largeobj,,
alibaba-file-largeobj-c04-r3,155.87,4,5.3,40,,file,READ,alibaba,4194.304,155.87,3,False,largeobj,,
alibaba-file-largeobj-c16-r1,155.68,16,5.3,40,,file,READ,alibaba,14107.901,155.68,1,False,largeobj,,
alibaba-file-largeobj-c16-r2,155.14,16,5.3,40,,file,READ,alibaba,14107.901,155.14,2,False,largeobj,,
alibaba-file-largeobj-c16-r3,155.69,16,5.3,40,,file,READ,alibaba,14107.901,155.69,3,False,largeobj,,
alibaba-file-largeobj-c64-r1,153.58,64,5.4,40,,file,READ,alibaba,33554.432,153.58,1,False,largeobj,,
alibaba-file-largeobj-c64-r2,154.6,64,5.4,40,,file,READ,alibaba,33554.432,154.6,2,False,largeobj,,
alibaba-file-largeobj-c64-r3,161.32,64,5.7,80,,file,READ,alibaba,28215.802,161.32,3,True,largeobj,,
alibaba-object-balanced-c01-r1,5.08,1,1.2,1.0,True,object,WRITE+READ,alibaba,38.968,5.18,1,False,balanced,27.554,4.99
alibaba-object-balanced-c01-r2,5.84,1,1.3,1.0,True,object,WRITE+READ,alibaba,19.484,7.72,2,False,balanced,27.554,4.7
alibaba-object-balanced-c01-r3,5.64,1,1.2,1.0,True,object,WRITE+READ,alibaba,23.17,7.36,3,False,balanced,27.554,4.58
alibaba-object-balanced-c04-r1,23.26,4,4.9,5.0,True,object,WRITE+READ,alibaba,23.17,30.75,1,False,balanced,23.17,18.7
alibaba-object-balanced-c04-r2,22.09,4,4.7,5.0,True,object,WRITE+READ,alibaba,23.17,30.32,2,False,balanced,27.554,17.37
alibaba-object-balanced-c04-r3,23.44,4,5.0,5.0,True,object,WRITE+READ,alibaba,19.484,32.13,3,False,balanced,23.17,18.45
alibaba-object-balanced-c16-r1,89.41,16,20.1,20.0,True,object,WRITE+READ,alibaba,27.554,119.76,1,False,balanced,27.554,71.33
alibaba-object-balanced-c16-r2,90.48,16,20.4,20.0,True,object,WRITE+READ,alibaba,23.17,124.24,2,False,balanced,27.554,71.15
alibaba-object-balanced-c16-r3,91.46,16,20.6,20.0,True,object,WRITE+READ,alibaba,23.17,125.84,3,False,balanced,27.554,71.83
alibaba-object-balanced-c64-r1,324.98,64,92.0,80.0,True,object,WRITE+READ,alibaba,32.768,367.43,1,False,balanced,27.554,291.31
alibaba-object-balanced-c64-r2,307.1,64,85.9,80.0,True,object,WRITE+READ,alibaba,32.768,364.19,2,False,balanced,27.554,265.49
alibaba-object-balanced-c64-r3,310.22,64,87.1,80.0,True,object,WRITE+READ,alibaba,32.768,364.88,3,False,balanced,27.554,269.8
alibaba-object-largeobj-c01-r1,130.63,1,5.2,2.0,True,object,READ,alibaba,185.364,130.63,1,False,largeobj,,
alibaba-object-largeobj-c01-r2,226.4,1,6.3,2.0,True,object,READ,alibaba,92.682,226.4,2,False,largeobj,,
alibaba-object-largeobj-c01-r3,108.1,1,4.5,2.0,True,object,READ,alibaba,220.436,108.1,3,False,largeobj,,
alibaba-object-largeobj-c04-r1,456.71,4,23.6,10.0,True,object,READ,alibaba,440.872,456.71,1,False,largeobj,,
alibaba-object-largeobj-c04-r2,468.63,4,22.8,10.0,True,object,READ,alibaba,220.436,468.63,2,False,largeobj,,
alibaba-object-largeobj-c04-r3,413.39,4,21.4,10.0,True,object,READ,alibaba,262.144,413.39,3,False,largeobj,,
alibaba-object-largeobj-c16-r1,588.67,16,44.3,40.0,True,object,READ,alibaba,881.744,588.67,1,False,largeobj,,
alibaba-object-largeobj-c16-r2,604.84,16,42.9,40.0,True,object,READ,alibaba,1048.576,604.84,2,False,largeobj,,
alibaba-object-largeobj-c16-r3,582.64,16,41.6,40.0,True,object,READ,alibaba,1048.576,582.64,3,False,largeobj,,
alibaba-object-largeobj-c64-r1,622.46,64,54.7,80.0,True,object,READ,alibaba,2493.948,622.46,1,False,largeobj,,
alibaba-object-largeobj-c64-r2,615.02,64,55.8,80.0,True,object,READ,alibaba,2965.821,615.02,2,False,largeobj,,
alibaba-object-largeobj-c64-r3,612.01,64,57.4,80.0,True,object,READ,alibaba,2965.821,612.01,3,False,largeobj,,
